site,date,number,genID,finalPlantID
MM,80112,90,short tongued fly,Erysimum capitatum
MM,80112,91,short tongued fly,Erysimum capitatum
MM,80112,92,long tongued bee,Erysimum capitatum
MM,80112,223,short tongued fly,Erysimum capitatum
MM,80112,224,long tongued bee,Erysimum capitatum
MM,80112,225,wasp,Erysimum capitatum
MM,80112,240,butterfly,Erysimum capitatum
MM,80112,241,butterfly,Erysimum capitatum
MM,80112,249,butterfly,Erysimum capitatum
MM,80212,98,short tongued fly,Erysimum capitatum
MM,80212,99,long tongued bee,Erysimum capitatum
MM,80212,100,wasp,Erysimum capitatum
MM,80212,101,wasp,Erysimum capitatum
MM,80212,102,short tongued fly,Erysimum capitatum
MM,80212,189,short tongued fly,Erysimum capitatum
MM,80212,216,short tongued fly,Erysimum capitatum
MM,80212,217,short tongued fly,Erysimum capitatum
MM,80212,310,short tongued fly,Erysimum capitatum
MM,80212,324,butterfly,Erysimum capitatum
MM,80212,325,butterfly,Erysimum capitatum
MM,80212,331,butterfly,Erysimum capitatum
MM,80212,332,butterfly,Erysimum capitatum
MM,80212,333,butterfly,Erysimum capitatum
MM,80212,334,butterfly,Erysimum capitatum
MM,80212,335,butterfly,Erysimum capitatum
MM,80212,336,butterfly,Erysimum capitatum
MM,80212,337,butterfly,Erysimum capitatum
MM,80212,338,butterfly,Erysimum capitatum
MM,80312,78,short tongued fly,Erysimum capitatum
MM,80312,79,short tongued fly,Erysimum capitatum
MM,80312,80,wasp,Erysimum capitatum
MM,80312,81,wasp,Erysimum capitatum
MM,80312,112,short tongued fly,Erysimum capitatum
MM,80312,113,wasp,Erysimum capitatum
MM,80412,246,butterfly,Erysimum capitatum
PL,80912,154,long tongued bee,Erysimum capitatum
PL,80912,339,short tongued fly,Erysimum capitatum
PL,80912,340,long tongued bee,Erysimum capitatum
PL,80912,382,butterfly,Erysimum capitatum
PL,80912,400,butterfly,Erysimum capitatum
PL,80912,401,butterfly,Erysimum capitatum
PL,80912,402,butterfly,Erysimum capitatum
PL,80912,403,butterfly,Erysimum capitatum
PL,80912,409,butterfly,Erysimum capitatum
PL,81012,337,butterfly,Erysimum capitatum
PL,81112,107,moth,Erysimum capitatum
PL,81112,251,butterfly,Erysimum capitatum
PL,81112,268,butterfly,Erysimum capitatum
PL,81212,104,short tongued fly,Erysimum capitatum
PL,81212,105,short tongued bee,Erysimum capitatum
PL,81212,228,long tongued bee,Erysimum capitatum
PL,81212,303,butterfly,Erysimum capitatum
PL,81312,111,long tongued bee,Erysimum capitatum
PL,81312,134,long tongued bee,Erysimum capitatum
PL,81312,283,butterfly,Erysimum capitatum
CH,81812,10,short tongued fly,Gaura coccinea
CH,81812,11,short tongued fly,Gaura coccinea
CH,81812,12,long tongued bee,Gaura coccinea
CH,82112,116,long tongued bee,Gaura coccinea
CH,82112,212,butterfly,Gaura coccinea
MM,80212,172,long tongued bee,Gentiana affinis
MM,80312,154,long tongued bee,Gentiana affinis
MM,80312,155,long tongued fly,Gentiana affinis
PL,81012,82,long tongued bee,Gentianopsis detonsa
PL,81012,83,long tongued bee,Gentianopsis detonsa
PL,81112,227,long tongued bee,Gentianopsis detonsa
PL,81112,230,long tongued bee,Gentianopsis detonsa
PL,81212,40,long tongued bee,Gentianopsis detonsa
PL,81212,41,long tongued bee,Gentianopsis detonsa
PL,81212,42,long tongued bee,Gentianopsis detonsa
PL,81212,194,long tongued bee,Gentianopsis detonsa
PL,81212,195,long tongued bee,Gentianopsis detonsa
PL,81212,196,short tongued fly,Gentianopsis detonsa
PL,81212,197,short tongued fly,Gentianopsis detonsa
PL,81312,112,long tongued bee,Gentianopsis detonsa
PL,81312,214,long tongued bee,Gentianopsis detonsa
JC,71512,73,long tongued bee,Geranium caespitosum
JC,71512,94,long tongued bee,Geranium caespitosum
JC,71512,152,short tongued bee,Geranium caespitosum
JC,71612,48,long tongued bee,Geranium caespitosum
JC,71612,126,short tongued bee,Geranium caespitosum
JC,71712,116,long tongued bee,Geranium caespitosum
JC,71712,117,short tongued bee,Geranium caespitosum
JC,71712,158,short tongued bee,Geranium caespitosum
MM,80112,115,short tongued fly,Geranium caespitosum
MM,80112,116,short tongued bee,Geranium caespitosum
MM,80112,197,short tongued fly,Geranium caespitosum
MM,80112,198,long tongued bee,Geranium caespitosum
MM,80112,199,long tongued bee,Geranium caespitosum
MM,80112,200,short tongued bee,Geranium caespitosum
MM,80212,70,short tongued fly,Geranium caespitosum
MM,80212,71,long tongued bee,Geranium caespitosum
MM,80212,72,long tongued bee,Geranium caespitosum
MM,80212,73,wasp,Geranium caespitosum
MM,80212,74,short tongued bee,Geranium caespitosum
MM,80212,173,long tongued bee,Geranium caespitosum
MM,80212,208,long tongued bee,Geranium caespitosum
MM,80212,209,wasp,Geranium caespitosum
MM,80212,301,long tongued bee,Geranium caespitosum
MM,80212,302,long tongued bee,Geranium caespitosum
MM,80312,82,long tongued bee,Geranium caespitosum
MM,80312,83,long tongued bee,Geranium caespitosum
MM,80312,84,long tongued bee,Geranium caespitosum
MM,80312,200,wasp,Geranium caespitosum
MM,80312,201,wasp,Geranium caespitosum
MM,80312,202,long tongued bee,Geranium caespitosum
MM,80312,203,long tongued bee,Geranium caespitosum
MM,80412,105,long tongued fly,Geranium caespitosum
MM,80412,203,long tongued bee,Geranium caespitosum
MM,80412,204,long tongued bee,Geranium caespitosum
PL,80912,108,long tongued bee,Geranium viscosissimum
PL,80912,109,short tongued fly,Geranium viscosissimum
PL,80912,110,wasp,Geranium viscosissimum
PL,80912,111,wasp,Geranium viscosissimum
PL,80912,112,wasp,Geranium viscosissimum
PL,80912,113,short tongued fly,Geranium viscosissimum
PL,80912,303,long tongued bee,Geranium viscosissimum
PL,80912,304,short tongued bee,Geranium viscosissimum
PL,80912,305,short tongued fly,Geranium viscosissimum
PL,81012,136,short tongued bee,Geranium viscosissimum
PL,81012,137,wasp,Geranium viscosissimum
PL,81012,138,long tongued bee,Geranium viscosissimum
PL,81012,139,short tongued fly,Geranium viscosissimum
PL,81012,140,short tongued fly,Geranium viscosissimum
PL,81012,141,long tongued bee,Geranium viscosissimum
PL,81012,142,long tongued bee,Geranium viscosissimum
PL,81012,240,long tongued bee,Geranium viscosissimum
PL,81012,241,short tongued fly,Geranium viscosissimum
PL,81012,242,short tongued fly,Geranium viscosissimum
PL,81012,243,wasp,Geranium viscosissimum
PL,81012,273,short tongued fly,Geranium viscosissimum
PL,81012,274,long tongued bee,Geranium viscosissimum
PL,81012,289,long tongued bee,Geranium viscosissimum
PL,81112,73,long tongued bee,Geranium viscosissimum
PL,81112,74,long tongued bee,Geranium viscosissimum
PL,81112,75,short tongued fly,Geranium viscosissimum
PL,81112,76,long tongued bee,Geranium viscosissimum
PL,81112,77,short tongued bee,Geranium viscosissimum
PL,81112,78,long tongued bee,Geranium viscosissimum
PL,81112,250,short tongued fly,Geranium viscosissimum
PL,81212,45,long tongued bee,Geranium viscosissimum
PL,81212,46,long tongued bee,Geranium viscosissimum
PL,81212,47,long tongued bee,Geranium viscosissimum
PL,81212,48,long tongued bee,Geranium viscosissimum
PL,81212,221,long tongued bee,Geranium viscosissimum
PL,81212,222,long tongued bee,Geranium viscosissimum
PL,81212,223,short tongued fly,Geranium viscosissimum
PL,81212,224,short tongued fly,Geranium viscosissimum
PL,81212,237,butterfly,Geranium viscosissimum
PL,81312,94,long tongued bee,Geranium viscosissimum
PL,81312,95,long tongued bee,Geranium viscosissimum
PL,81312,96,wasp,Geranium viscosissimum
PL,81312,97,short tongued fly,Geranium viscosissimum
PL,81312,98,wasp,Geranium viscosissimum
PL,81312,99,long tongued bee,Geranium viscosissimum
PL,81312,100,long tongued bee,Geranium viscosissimum
PL,81312,101,long tongued bee,Geranium viscosissimum
PL,81312,102,long tongued bee,Geranium viscosissimum
PL,81312,103,long tongued bee,Geranium viscosissimum
PL,81312,104,short tongued fly,Geranium viscosissimum
PL,81312,105,wasp,Geranium viscosissimum
PL,81312,106,wasp,Geranium viscosissimum
PL,81312,118,short tongued fly,Geranium viscosissimum
PL,81312,119,short tongued fly,Geranium viscosissimum
PL,81312,120,short tongued fly,Geranium viscosissimum
PL,81312,121,short tongued fly,Geranium viscosissimum
PL,81312,135,wasp,Geranium viscosissimum
PL,81312,215,wasp,Geranium viscosissimum
PL,80912,300,long tongued fly,Glandularia bipinnatifida
PL,80912,301,long tongued fly,Glandularia bipinnatifida
PL,80912,302,long tongued bee,Glandularia bipinnatifida
PL,80912,341,moth,Glandularia bipinnatifida
PL,80912,342,moth,Glandularia bipinnatifida
PL,80912,343,moth,Glandularia bipinnatifida
PL,80912,347,moth,Glandularia bipinnatifida
PL,80912,348,moth,Glandularia bipinnatifida
PL,80912,349,butterfly,Glandularia bipinnatifida
PL,80912,351,butterfly,Glandularia bipinnatifida
PL,80912,352,butterfly,Glandularia bipinnatifida
PL,80912,353,butterfly,Glandularia bipinnatifida
PL,80912,361,butterfly,Glandularia bipinnatifida
PL,80912,362,butterfly,Glandularia bipinnatifida
PL,80912,363,butterfly,Glandularia bipinnatifida
PL,80912,364,butterfly,Glandularia bipinnatifida
PL,80912,365,butterfly,Glandularia bipinnatifida
PL,80912,366,butterfly,Glandularia bipinnatifida
PL,80912,367,butterfly,Glandularia bipinnatifida
PL,80912,368,butterfly,Glandularia bipinnatifida
PL,80912,369,butterfly,Glandularia bipinnatifida
PL,80912,370,butterfly,Glandularia bipinnatifida
PL,80912,371,butterfly,Glandularia bipinnatifida
PL,80912,371B,butterfly,Glandularia bipinnatifida
PL,80912,372,butterfly,Glandularia bipinnatifida
PL,80912,376,butterfly,Glandularia bipinnatifida
PL,80912,377,butterfly,Glandularia bipinnatifida
PL,80912,378,butterfly,Glandularia bipinnatifida
PL,80912,379,butterfly,Glandularia bipinnatifida
PL,80912,380,butterfly,Glandularia bipinnatifida
PL,80912,381,butterfly,Glandularia bipinnatifida
PL,80912,388,butterfly,Glandularia bipinnatifida
PL,80912,391,butterfly,Glandularia bipinnatifida
PL,80912,392,butterfly,Glandularia bipinnatifida
PL,80912,393,butterfly,Glandularia bipinnatifida
PL,80912,395,butterfly,Glandularia bipinnatifida
PL,80912,396,butterfly,Glandularia bipinnatifida
PL,80912,397,butterfly,Glandularia bipinnatifida
PL,80912,398,butterfly,Glandularia bipinnatifida
PL,80912,404,butterfly,Glandularia bipinnatifida
PL,80912,405,butterfly,Glandularia bipinnatifida
PL,80912,406,butterfly,Glandularia bipinnatifida
PL,80912,407,butterfly,Glandularia bipinnatifida
PL,80912,408,butterfly,Glandularia bipinnatifida
PL,80912,410,butterfly,Glandularia bipinnatifida
PL,80912,411,butterfly,Glandularia bipinnatifida
PL,80912,417,butterfly,Glandularia bipinnatifida
PL,80912,418,butterfly,Glandularia bipinnatifida
PL,80912,419,butterfly,Glandularia bipinnatifida
PL,80912,420,butterfly,Glandularia bipinnatifida
PL,80912,422,butterfly,Glandularia bipinnatifida
PL,80912,423,butterfly,Glandularia bipinnatifida
PL,80912,424,butterfly,Glandularia bipinnatifida
PL,80912,425,butterfly,Glandularia bipinnatifida
PL,80912,426,butterfly,Glandularia bipinnatifida
PL,80912,427,butterfly,Glandularia bipinnatifida
PL,81012,1,moth,Glandularia bipinnatifida
PL,81012,2,moth,Glandularia bipinnatifida
PL,81012,3,butterfly,Glandularia bipinnatifida
PL,81012,4,butterfly,Glandularia bipinnatifida
PL,81012,5,butterfly,Glandularia bipinnatifida
PL,81012,95,long tongued bee,Glandularia bipinnatifida
PL,81012,96,long tongued fly,Glandularia bipinnatifida
PL,81012,97,long tongued fly,Glandularia bipinnatifida
PL,81012,98,long tongued fly,Glandularia bipinnatifida
PL,81012,99,long tongued fly,Glandularia bipinnatifida
PL,81012,100,long tongued fly,Glandularia bipinnatifida
PL,81012,233,long tongued bee,Glandularia bipinnatifida
PL,81012,294,butterfly,Glandularia bipinnatifida
PL,81012,295,butterfly,Glandularia bipinnatifida
PL,81012,296,butterfly,Glandularia bipinnatifida
PL,81012,297,butterfly,Glandularia bipinnatifida
PL,81012,298,butterfly,Glandularia bipinnatifida
PL,81012,299,butterfly,Glandularia bipinnatifida
PL,81012,300,butterfly,Glandularia bipinnatifida
PL,81012,301,butterfly,Glandularia bipinnatifida
PL,81012,302,butterfly,Glandularia bipinnatifida
PL,81012,306,butterfly,Glandularia bipinnatifida
PL,81012,309,butterfly,Glandularia bipinnatifida
PL,81012,310,butterfly,Glandularia bipinnatifida
PL,81012,311,butterfly,Glandularia bipinnatifida
PL,81012,319,butterfly,Glandularia bipinnatifida
PL,81012,320,butterfly,Glandularia bipinnatifida
PL,81012,321,butterfly,Glandularia bipinnatifida
PL,81012,322,butterfly,Glandularia bipinnatifida
PL,81012,323,butterfly,Glandularia bipinnatifida
PL,81012,324,butterfly,Glandularia bipinnatifida
PL,81012,325,butterfly,Glandularia bipinnatifida
PL,81012,326,butterfly,Glandularia bipinnatifida
PL,81012,327,butterfly,Glandularia bipinnatifida
PL,81012,328,butterfly,Glandularia bipinnatifida
PL,81012,329,butterfly,Glandularia bipinnatifida
PL,81012,330,butterfly,Glandularia bipinnatifida
PL,81012,331,butterfly,Glandularia bipinnatifida
PL,81012,332,butterfly,Glandularia bipinnatifida
PL,81012,333,butterfly,Glandularia bipinnatifida
PL,81012,334,butterfly,Glandularia bipinnatifida
PL,81012,335,butterfly,Glandularia bipinnatifida
PL,81012,336,butterfly,Glandularia bipinnatifida
PL,81112,45,long tongued bee,Glandularia bipinnatifida
PL,81112,46,long tongued bee,Glandularia bipinnatifida
PL,81112,47,long tongued fly,Glandularia bipinnatifida
PL,81112,93,short tongued fly,Glandularia bipinnatifida
PL,81112,104,butterfly,Glandularia bipinnatifida
PL,81112,105,butterfly,Glandularia bipinnatifida
PL,81112,106,butterfly,Glandularia bipinnatifida
PL,81112,108,butterfly,Glandularia bipinnatifida
PL,81112,109,butterfly,Glandularia bipinnatifida
PL,81112,110,butterfly,Glandularia bipinnatifida
PL,81112,111,butterfly,Glandularia bipinnatifida
PL,81112,112,butterfly,Glandularia bipinnatifida
PL,81112,113,butterfly,Glandularia bipinnatifida
PL,81112,114,butterfly,Glandularia bipinnatifida
PL,81112,115,butterfly,Glandularia bipinnatifida
PL,81112,130,butterfly,Glandularia bipinnatifida
PL,81112,131,butterfly,Glandularia bipinnatifida
PL,81112,132,butterfly,Glandularia bipinnatifida
PL,81112,133,butterfly,Glandularia bipinnatifida
PL,81112,134,moth,Glandularia bipinnatifida
PL,81112,135,moth,Glandularia bipinnatifida
PL,81112,190,moth,Glandularia bipinnatifida
PL,81112,199,long tongued fly,Glandularia bipinnatifida
PL,81112,200,long tongued bee,Glandularia bipinnatifida
PL,81112,201,long tongued bee,Glandularia bipinnatifida
PL,81112,252,butterfly,Glandularia bipinnatifida
PL,81112,253B,butterfly,Glandularia bipinnatifida
PL,81112,254,butterfly,Glandularia bipinnatifida
PL,81112,255,butterfly,Glandularia bipinnatifida
PL,81112,256,butterfly,Glandularia bipinnatifida
PL,81112,257B,butterfly,Glandularia bipinnatifida
PL,81112,257,butterfly,Glandularia bipinnatifida
PL,81112,258,butterfly,Glandularia bipinnatifida
PL,81112,259,butterfly,Glandularia bipinnatifida
PL,81112,260,butterfly,Glandularia bipinnatifida
PL,81112,261,butterfly,Glandularia bipinnatifida
PL,81112,262,butterfly,Glandularia bipinnatifida
PL,81112,263,butterfly,Glandularia bipinnatifida
PL,81112,267,butterfly,Glandularia bipinnatifida
PL,81112,267B,butterfly,Glandularia bipinnatifida
PL,81112,269,butterfly,Glandularia bipinnatifida
PL,81112,273,butterfly,Glandularia bipinnatifida
PL,81112,280,butterfly,Glandularia bipinnatifida
PL,81112,281,butterfly,Glandularia bipinnatifida
PL,81112,282,butterfly,Glandularia bipinnatifida
PL,81112,283B,butterfly,Glandularia bipinnatifida
PL,81112,283,butterfly,Glandularia bipinnatifida
PL,81112,284,butterfly,Glandularia bipinnatifida
PL,81112,284B,butterfly,Glandularia bipinnatifida
PL,81112,287,butterfly,Glandularia bipinnatifida
PL,81112,288,butterfly,Glandularia bipinnatifida
PL,81112,289,butterfly,Glandularia bipinnatifida
PL,81212,1,long tongued bee,Glandularia bipinnatifida
PL,81212,2,long tongued bee,Glandularia bipinnatifida
PL,81212,3,long tongued fly,Glandularia bipinnatifida
PL,81212,4,long tongued fly,Glandularia bipinnatifida
PL,81212,5,long tongued fly,Glandularia bipinnatifida
PL,81212,6,long tongued fly,Glandularia bipinnatifida
PL,81212,7,long tongued fly,Glandularia bipinnatifida
PL,81212,72,long tongued bee,Glandularia bipinnatifida
PL,81212,198,long tongued bee,Glandularia bipinnatifida
PL,81212,199,long tongued fly,Glandularia bipinnatifida
PL,81212,200,long tongued fly,Glandularia bipinnatifida
PL,81212,235,moth,Glandularia bipinnatifida
PL,81212,238,butterfly,Glandularia bipinnatifida
PL,81212,239,butterfly,Glandularia bipinnatifida
PL,81212,243,short tongued fly,Glandularia bipinnatifida
PL,81212,244,short tongued fly,Glandularia bipinnatifida
PL,81212,246,moth,Glandularia bipinnatifida
PL,81212,247,butterfly,Glandularia bipinnatifida
PL,81212,248,butterfly,Glandularia bipinnatifida
PL,81212,249,butterfly,Glandularia bipinnatifida
PL,81212,250,butterfly,Glandularia bipinnatifida
PL,81212,251,butterfly,Glandularia bipinnatifida
PL,81212,252,moth,Glandularia bipinnatifida
PL,81212,253,moth,Glandularia bipinnatifida
PL,81212,254,moth,Glandularia bipinnatifida
PL,81212,255,moth,Glandularia bipinnatifida
PL,81212,256,moth,Glandularia bipinnatifida
PL,81212,274,butterfly,Glandularia bipinnatifida
PL,81212,275,butterfly,Glandularia bipinnatifida
PL,81212,276,butterfly,Glandularia bipinnatifida
PL,81212,277,butterfly,Glandularia bipinnatifida
PL,81212,278,butterfly,Glandularia bipinnatifida
PL,81212,279,butterfly,Glandularia bipinnatifida
PL,81212,280,butterfly,Glandularia bipinnatifida
PL,81212,281,butterfly,Glandularia bipinnatifida
PL,81212,282,butterfly,Glandularia bipinnatifida
PL,81212,283,butterfly,Glandularia bipinnatifida
PL,81212,289,butterfly,Glandularia bipinnatifida
PL,81212,291,butterfly,Glandularia bipinnatifida
PL,81212,292,butterfly,Glandularia bipinnatifida
PL,81212,293,butterfly,Glandularia bipinnatifida
PL,81212,295,butterfly,Glandularia bipinnatifida
PL,81212,296,butterfly,Glandularia bipinnatifida
PL,81212,297,butterfly,Glandularia bipinnatifida
PL,81212,298,butterfly,Glandularia bipinnatifida
PL,81212,299,butterfly,Glandularia bipinnatifida
PL,81212,303B,butterfly,Glandularia bipinnatifida
PL,81212,303C,butterfly,Glandularia bipinnatifida
PL,81212,300,butterfly,Glandularia bipinnatifida
PL,81212,301,butterfly,Glandularia bipinnatifida
PL,81212,302,butterfly,Glandularia bipinnatifida
PL,81212,304,butterfly,Glandularia bipinnatifida
PL,81212,305,butterfly,Glandularia bipinnatifida
PL,81212,306,butterfly,Glandularia bipinnatifida
PL,81212,307,butterfly,Glandularia bipinnatifida
PL,81212,309,butterfly,Glandularia bipinnatifida
PL,81212,310,butterfly,Glandularia bipinnatifida
PL,81312,107,long tongued bee,Glandularia bipinnatifida
