site,date,number,genID,genSp,sex,fieldPlantID,finalPlantID,samplingDay,sampingRound,collector,determiner,dateDetermined,notes
JC,7/17/12,77,bombyliid,,,Potentilla hippiana,Potentilla hippiana,6,1,LCP,,,
JC,7/17/12,78,bee,,,Potentilla hippiana,Potentilla hippiana,6,1,LCP,,,
JC,7/17/12,79,wasp,,,Potentilla hippiana,Potentilla hippiana,6,1,LCP,,,
JC,7/17/12,80,bombyliid,,,pink,Eremogone fendleri,6,1,LCP,,,
JC,7/17/12,81,fly,,,yarrow,Achillea millefolium,6,1,LCP,,,
JC,7/17/12,82,fly,,,Potentilla hippiana,Potentilla hippiana,6,1,LCP,,,
JC,7/17/12,83,fly,,,Potentilla hippiana,Potentilla hippiana,6,1,LCP,,,
JC,7/17/12,84,fly,,,pink,Eremogone fendleri,6,1,LCP,,,
JC,7/17/12,85,beetle,,,yarrow,Achillea millefolium,6,1,LCP,,,
JC,7/17/12,86,bee,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,87,bombyliid,,,Potentilla hippiana,Potentilla hippiana,6,1,LCP,,,
JC,7/17/12,88,bombyliid,,,Potentilla hippiana,Potentilla hippiana,6,1,LCP,,,
JC,7/17/12,89,bumble bee,,,Potentilla fruticosa,Potentilla fruticosa,6,1,LCP,,,
JC,7/17/12,90,wasp,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,91,syrphid,,,pink,Eremogone fendleri,6,1,LCP,,,
JC,7/17/12,92,small dark bee,,,pink,Eremogone fendleri,6,1,LCP,,,
JC,7/17/12,93,,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,94,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,95,bee,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,96,bombyliid,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,97,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,98,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,99,bee,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,100,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,101,spider wasp,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,102,bee,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,103,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,104,bombyliid,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,105,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,106,wasp,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,107,sweat bee,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,108,sweat bee,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,109,bumble bee,,,Red paint brush,Castilleja miniata,6,1,LCP,,,
JC,7/17/12,110,hairy belly bee,,,Campanula rotundifolia,Campanula rotundifolia,6,1,LCP,,,
JC,7/17/12,111,bee,,,Campanula rotundifolia,Campanula rotundifolia,6,1,LCP,,,
JC,7/17/12,112,bumble bee,,,Campanula rotundifolia,Campanula rotundifolia,6,1,LCP,,,
JC,7/17/12,113,hairy belly bee,,,Campanula rotundifolia,Campanula rotundifolia,6,1,LCP,,,
JC,7/17/12,114,hairy belly bee,,,Campanula rotundifolia,Campanula rotundifolia,6,1,LCP,,,
JC,7/17/12,115,small dark bee,,,Campanula rotundifolia,Campanula rotundifolia,6,1,LCP,,,
JC,7/17/12,116,bumble bee,,,Geranium,Geranium caespitosum,6,1,LCP,,,
JC,7/17/12,117,small dark bee,,,Geranium,Geranium caespitosum,6,1,LCP,,,
JC,7/17/12,118,wasp,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,119,bee,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,120,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,121,bumble bee,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,122,wasp,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,123,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,124,bumble bee,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,125,fly,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,126,bombyliid,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,127,bumble bee,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,128,fly,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,129,small dark bee,,,Potentilla hippiana,Potentilla hippiana,6,1,LCP,,,
JC,7/17/12,130,bombyliid,,,Potentilla hippiana,Potentilla hippiana,6,1,LCP,,,
JC,7/17/12,131,bee,,,Potentilla hippiana,Potentilla hippiana,6,1,LCP,,,
JC,7/17/12,132,wasp,,,Potentilla hippiana,Potentilla hippiana,6,1,LCP,,,
JC,7/17/12,133,small dark bee,,,Potentilla hippiana,Potentilla hippiana,6,1,LCP,,,
JC,7/17/12,134,bombyliid,,,Potentilla hippiana,Potentilla hippiana,6,1,LCP,,,
JC,7/17/12,135,bumble bee,,,Potentilla hippiana,Potentilla hippiana,6,1,LCP,,,
JC,7/17/12,136,bumble bee,,,Potentilla hippiana,Potentilla hippiana,6,1,LCP,,,
JC,7/17/12,137,small dark bee,,,Potentilla hippiana,Potentilla hippiana,6,1,LCP,,,
JC,7/17/12,138,bee,,,Red clover,Trifolium pratense,6,1,LCP,,,
JC,7/17/12,139,syrphid,,,"smooth, small Erigeron",Erigeron formosissimus,6,1,LCP,,,
JC,7/17/12,140,small dark bee,,,pink,Eremogone fendleri,6,1,LCP,,,
JC,7/17/12,141,small dark bee,,,Hymenopappus newberryi,Hymenopappus newberryi,6,1,LCP,,,
JC,7/17/12,142,fly,,,Hymenopappus newberryi,Hymenopappus newberryi,6,1,LCP,,,
JC,7/17/12,143,fly,,,Hymenopappus newberryi,Hymenopappus newberryi,6,1,LCP,,,
JC,7/17/12,144,fly,,,Hymenopappus newberryi,Hymenopappus newberryi,6,1,LCP,,,
JC,7/17/12,145,fly,,,Hymenopappus newberryi,Hymenopappus newberryi,6,1,LCP,,,
JC,7/17/12,146,fly,,,Hymenopappus newberryi,Hymenopappus newberryi,6,1,LCP,,,
JC,7/17/12,147,bee,,,Hymenopappus newberryi,Hymenopappus newberryi,6,1,LCP,,,
JC,7/17/12,148,small dark bee,,,Hymenopappus newberryi,Hymenopappus newberryi,6,1,LCP,,,
JC,7/17/12,149,hairy belly bee,,,Campanula rotundifolia,Campanula rotundifolia,6,1,LCP,,,
JC,7/17/12,150,bumble bee,,,Campanula rotundifolia,Campanula rotundifolia,6,1,LCP,,,
JC,7/17/12,151,hairy belly bee,,,Campanula rotundifolia,Campanula rotundifolia,6,1,LCP,,,
JC,7/17/12,152,bumble bee,,,Campanula rotundifolia,Campanula rotundifolia,6,1,LCP,,,
JC,7/17/12,153,bumble bee,,,Campanula rotundifolia,Campanula rotundifolia,6,1,LCP,,,
JC,7/17/12,154,bumble bee,,,Campanula rotundifolia,Campanula rotundifolia,6,1,LCP,,,
JC,7/17/12,155,hairy belly bee,,,Campanula rotundifolia,Campanula rotundifolia,6,1,LCP,,,
JC,7/17/12,156,hairy belly bee,,,Campanula rotundifolia,Campanula rotundifolia,6,1,LCP,,,
JC,7/17/12,157,bumble bee,,,Campanula rotundifolia,Campanula rotundifolia,6,1,LCP,,,
JC,7/17/12,158,small dark bee,,,Geranium,Geranium caespitosum,6,1,LCP,,,
JC,7/17/12,159,fly,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,160,hairy belly bee,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,161,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,162,fly,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,163,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,164,bombyliid,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,165,bumble bee,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,166,bumble bee,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,167,syrphid,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,168,bumble bee,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,169,wasp,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,170,small dark bee,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,171,bombyliid,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,172,bumble bee,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,173,bumble bee,,,red onion,Allium cernuum,6,1,LCP,,,
JC,7/17/12,174,bumble bee,,,red onion,Allium cernuum,6,1,LCP,,,
JC,7/17/12,175,bee,,,Penstemon barbatus,Penstemon barbatus,6,1,LCP,,,
JC,7/17/12,176,small dark bee,,,Penstemon barbatus,Penstemon barbatus,6,1,LCP,,,
JC,7/17/12,177,small dark bee,,,Potentilla hippiana,Potentilla hippiana,6,1,LCP,,,
JC,7/17/12,178,syrphid,,,Hymenopappus newberryi,Hymenopappus newberryi,6,1,LCP,,,
JC,7/17/12,179,fly,,,Hymenopappus newberryi,Hymenopappus newberryi,6,1,LCP,,,
JC,7/17/12,180,fly,,,yarrow,Achillea millefolium,6,1,LCP,,,
JC,7/17/12,181,skipper,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,182,moth,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,183,moth,,,Campanula rotundifolia,Campanula rotundifolia,6,1,LCP,,,
JC,7/17/12,184,small dark bee,,,Hymenopappus newberryi,Hymenopappus newberryi,6,1,LCP,,,
JC,7/17/12,185,Blue,,,Small smooth erigeron,Erigeron formosissimus,6,1,LCP,,,
JC,7/17/12,186,Grey Hairstreak,,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
JC,7/17/12,187,Sulfur,Nathalis iole,,Erigeron subtrinervis,Erigeron subtrinervis,6,1,LCP,,,
MM,7/31/12,1,fly,,,White Pea,Vicia pulchella,1,1,HLS,,,
MM,7/31/12,2,bee,,,White Pea,Vicia pulchella,1,1,HLS,,,
MM,7/31/12,3,bee,,,White Pea,Vicia pulchella,1,1,HLS,,,
MM,7/31/12,4,fly,,,White Pea,Vicia pulchella,1,1,HLS,,,
MM,7/31/12,5,syrphid,,,White Pea,Vicia pulchella,1,1,HLS,,,
MM,7/31/12,6,bee,,,White Pea,Vicia pulchella,1,1,HLS,,,
MM,7/31/12,7,honey bee,Apis mellifera,,White Pea,Vicia pulchella,1,1,HLS,,,
MM,7/31/12,8,bumble bee,,,White Pea,Vicia pulchella,1,1,HLS,,,
MM,7/31/12,9,fly,,,White Pea,Vicia pulchella,1,1,HLS,,,
MM,7/31/12,10,fly,,,White Pea,Vicia pulchella,1,1,HLS,,,
MM,7/31/12,11,honey bee,Apis mellifera,,White Pea,Vicia pulchella,1,1,HLS,,,
MM,7/31/12,12,bumble bee,,,White Pea,Vicia pulchella,1,1,HLS,,,
MM,7/31/12,13,bee,,,White Pea,Vicia pulchella,1,1,HLS,,,
MM,7/31/12,14,syrphid,,,White Pea,Vicia pulchella,1,1,HLS,,,
MM,7/31/12,15,bumble bee,,,White Pea,Vicia pulchella,1,1,HLS,,,
MM,7/31/12,16,bee,,,White Pea,Vicia pulchella,1,1,HLS,,,
MM,7/31/12,17,honey bee,Apis mellifera,,White Pea,Vicia pulchella,1,1,HLS,,,
MM,7/31/12,18,bumble bee,,,White Pea,Vicia pulchella,1,1,HLS,,,
MM,7/31/12,19,bumble bee,,,White Pea,Vicia pulchella,1,1,HLS,,,
MM,7/31/12,20,fly,,,White Pea,Vicia pulchella,1,1,HLS,,,
MM,7/31/12,21,fly,,,White Aster,Hymenopappus newberryi,1,1,HLS,,,
MM,7/31/12,22,fly,,,White Aster,Hymenopappus newberryi,1,1,HLS,,,
MM,7/31/12,23,fly,,,White Aster,Hymenopappus newberryi,1,1,HLS,,,
MM,7/31/12,24,bumble bee,,,White Aster,Hymenopappus newberryi,1,1,HLS,,,
MM,7/31/12,25,fly,,,White Aster,Hymenopappus newberryi,1,1,HLS,,,
MM,7/31/12,26,fly,,,White Aster,Hymenopappus newberryi,1,1,HLS,,,
MM,7/31/12,27,fly,,,White Aster,Hymenopappus newberryi,1,1,HLS,,,
MM,7/31/12,28,fly,,,White Aster,Hymenopappus newberryi,1,1,HLS,,,
MM,7/31/12,29,fly,,,White Aster,Hymenopappus newberryi,1,1,HLS,,,
MM,7/31/12,30,bee,,,White Aster,Hymenopappus newberryi,1,1,HLS,,,
MM,7/31/12,31,syrphid,,,Oregano,Monardella odoratissima,1,1,HLS,,,
MM,7/31/12,32,syrphid,,,Oregano,Monardella odoratissima,1,1,HLS,,,
MM,7/31/12,33,syrphid,,,Oregano,Monardella odoratissima,1,1,HLS,,,
MM,7/31/12,34,syrphid,,,Oregano,Monardella odoratissima,1,1,HLS,,,
MM,7/31/12,35,syrphid,,,Oregano,Monardella odoratissima,1,1,HLS,,,
MM,7/31/12,36,bombyliid,,,Oregano,Monardella odoratissima,1,1,HLS,,,
MM,7/31/12,37,fly,,,Oregano,Monardella odoratissima,1,1,HLS,,,
MM,7/31/12,38,wasp,,,Oregano,Monardella odoratissima,1,1,HLS,,,
MM,7/31/12,39,wasp,,,Oregano,Monardella odoratissima,1,1,HLS,,,
MM,7/31/12,40,syrphid,,,Oregano,Monardella odoratissima,1,1,HLS,,,
MM,7/31/12,41,syrphid,,,Oregano,Monardella odoratissima,1,1,HLS,,,
MM,7/31/12,42,syrphid,,,Oregano,Monardella odoratissima,1,1,HLS,,,
MM,7/31/12,43,small dark bee,,,erigeron,Erigeron formosissimus,1,1,HLS,,,
MM,7/31/12,44,small dark bee,,,erigeron,Erigeron formosissimus,1,1,HLS,,,
MM,7/31/12,45,syrphid,,,erigeron,Erigeron formosissimus,1,1,HLS,,,
MM,7/31/12,46,fly,,,erigeron,Erigeron formosissimus,1,1,HLS,,,
MM,7/31/12,47,bee,,,thistle,Cirsium neomexicanum,1,1,HLS,,,
MM,7/31/12,48,wasp,,,yellow brassica,Erysimum capitatum,1,1,HLS,,,
MM,7/31/12,49,bombyliid,,,White Pea,Vicia pulchella,1,1,LCP,,,
MM,7/31/12,50,fly,,,White Pea,Vicia pulchella,1,1,LCP,,,
MM,7/31/12,51,fly,,,White Pea,Vicia pulchella,1,1,LCP,,,
MM,7/31/12,52,fly,,,White Pea,Vicia pulchella,1,1,LCP,,,
MM,7/31/12,53,fly,,,White Pea,Vicia pulchella,1,1,LCP,,,
MM,7/31/12,54,fly,,,White Pea,Vicia pulchella,1,1,LCP,,,
MM,7/31/12,55,fly,,,White Pea,Vicia pulchella,1,1,LCP,,,
MM,7/31/12,56,bumble bee,,,White Pea,Vicia pulchella,1,1,LCP,,,
MM,7/31/12,57,bumble bee,,,White Pea,Vicia pulchella,1,1,LCP,,,
MM,7/31/12,58,bumble bee,,,White Pea,Vicia pulchella,1,1,LCP,,,
MM,7/31/12,59,bumble bee,,,White Pea,Vicia pulchella,1,1,LCP,,,
MM,7/31/12,60,honey bee,Apis mellifera,,White Pea,Vicia pulchella,1,1,LCP,,,
MM,7/31/12,61,honey bee,Apis mellifera,,White Pea,Vicia pulchella,1,1,LCP,,,
MM,7/31/12,62,bumble bee,,,White Pea,Vicia pulchella,1,1,LCP,,,
MM,7/31/12,63,bumble bee,,,White Pea,Vicia pulchella,1,1,LCP,,,
MM,7/31/12,64,bumble bee,,,White Pea,Vicia pulchella,1,1,LCP,,,
MM,7/31/12,65,bumble bee,,,White Pea,Vicia pulchella,1,1,LCP,,,
MM,7/31/12,66,bumble bee,,,White Pea,Vicia pulchella,1,1,LCP,,,
MM,7/31/12,67,bumble bee,,,White Pea,Vicia pulchella,1,1,LCP,,,
MM,7/31/12,68,bumble bee,,,White Pea,Vicia pulchella,1,1,LCP,,,
MM,7/31/12,69,bumble bee,,,Thiste,Cirsium neomexicanum,1,1,LCP,,,
MM,7/31/12,70,bumble bee,,,Thiste,Cirsium neomexicanum,1,1,LCP,,,
MM,7/31/12,71,bumble bee,,,Thiste,Cirsium neomexicanum,1,1,LCP,,,
MM,7/31/12,72,syrphid,,,yellow brassica,Erysimum capitatum,1,1,LCP,,,
MM,7/31/12,73,fly,,,yellow brassica,Erysimum capitatum,1,1,LCP,,,
MM,7/31/12,74,fly,,,yellow aster,Heterothece pumila,1,1,LCP,,,
MM,7/31/12,75,fly,,,yellow aster,Heterothece pumila,1,1,LCP,,,
MM,7/31/12,76,small dark bee,,,White Aster,Hymenopappus newberryi,1,1,LCP,,,
MM,7/31/12,77,fly,,,White Aster,Hymenopappus newberryi,1,1,LCP,,,
MM,7/31/12,78,fly,,,White Aster,Hymenopappus newberryi,1,1,LCP,,,
MM,7/31/12,79,syrphid,,,White Aster,Hymenopappus newberryi,1,1,LCP,,,
MM,7/31/12,80,fly,,,White Aster,Hymenopappus newberryi,1,1,LCP,,,
MM,7/31/12,81,fly,,,White Pea,Vicia pulchella,1,1,LCP,,,
MM,7/31/12,82,fly,,,White Pea,Vicia pulchella,1,1,LCP,,,
MM,7/31/12,83,fly,,,White Pea,Vicia pulchella,1,1,LCP,,,
MM,7/31/12,84,fly,,,White Pea,Vicia pulchella,1,1,LCP,,,
MM,7/31/12,85,fly,,,White Pea,Vicia pulchella,1,1,LCP,,,
MM,7/31/12,86,fly,,,Oregano,Monardella odoratissima,1,1,LCP,,,
MM,7/31/12,87,fly,,,Oregano,Monardella odoratissima,1,1,LCP,,,
MM,7/31/12,88,fly,,,Oregano,Monardella odoratissima,1,1,LCP,,,
MM,7/31/12,89,fly,,,Oregano,Monardella odoratissima,1,1,LCP,,,
MM,7/31/12,90,fly,,,Oregano,Monardella odoratissima,1,1,LCP,,,
MM,7/31/12,91,fly,,,Oregano,Monardella odoratissima,1,1,LCP,,,
MM,7/31/12,92,fly,,,Oregano,Monardella odoratissima,1,1,LCP,,,
MM,7/31/12,93,fly,,,Oregano,Monardella odoratissima,1,1,LCP,,,
MM,7/31/12,94,fly,,,Oregano,Monardella odoratissima,1,1,LCP,,,
MM,7/31/12,95,fly,,,Oregano,Monardella odoratissima,1,1,LCP,,,
MM,7/31/12,96,fly,,,Oregano,Monardella odoratissima,1,1,LCP,,,
MM,7/31/12,97,bumble bee,,,Oregano,Monardella odoratissima,1,1,LCP,,,
MM,7/31/12,98,fly,,,Oregano,Monardella odoratissima,1,1,LCP,,,
MM,7/31/12,99,wasp,,,Oregano,Monardella odoratissima,1,1,LCP,,,
MM,7/31/12,100,wasp,,,Oregano,Monardella odoratissima,1,1,LCP,,,
MM,7/31/12,101,wasp,,,Oregano,Monardella odoratissima,1,1,LCP,,,
MM,7/31/12,102,fly,,,Oregano,Monardella odoratissima,1,1,LCP,,,
MM,7/31/12,103,syrphid,,,Oregano,Monardella odoratissima,1,1,LCP,,,
MM,7/31/12,104,syrphid,,,Oregano,Monardella odoratissima,1,1,LCP,,,
MM,7/31/12,105,syrphid,,,Oregano,Monardella odoratissima,1,1,LCP,,,
MM,7/31/12,106,bumble bee,,,Mint,Monardella odoratissima,1,1,LCP,,,
MM,7/31/12,107,bombyliid,,,White Aster,Hymenopappus newberryi,1,1,LCP,,,
MM,7/31/12,108,fly,,,White Aster,Hymenopappus newberryi,1,1,LCP,,,
MM,7/31/12,109,fly,,,White Aster,Hymenopappus newberryi,1,1,LCP,,,
MM,7/31/12,110,fly,,,White Aster,Hymenopappus newberryi,1,1,LCP,,,
MM,7/31/12,111,wasp,,,White Pea,Vicia pulchella,1,1,LCP,,,
MM,7/31/12,112,bumble bee,,,White Pea,Vicia pulchella,1,1,LCP,,,
MM,7/31/12,113,bumble bee,,,White Pea,Vicia pulchella,1,1,LCP,,,
MM,7/31/12,114,bumble bee,,,White Pea,Vicia pulchella,1,1,LCP,,,
MM,7/31/12,115,small dark bee,,,erigeron,Erigeron formosissimus,1,1,LCP,,,
MM,7/31/12,116,small dark bee,,,erigeron,Erigeron formosissimus,1,1,LCP,,,
MM,7/31/12,117,small dark bee,,,yellow brassica,Erysimum capitatum,1,1,LCP,,,
MM,7/31/12,118,bee,,,yellow brassica,Erysimum capitatum,1,1,LCP,,,
MM,7/31/12,119,syrphid,,,yellow brassica,Erysimum capitatum,1,1,LCP,,,
MM,7/31/12,120,syrphid,,,yellow brassica,Erysimum capitatum,1,1,LCP,,,
MM,7/31/12,121,bumble bee,,,yellow aster,Heterothece pumila,1,1,HLS,,,
MM,7/31/12,122,polygonia,,,oregano,Monardella odoratissima,1,1,HLS,,,
MM,7/31/12,123,vanessa,,,yellow brassica,Erysimum capitatum,1,1,HLS,,,
MM,7/31/12,124,vanessa,,,yellow brassica,Erysimum capitatum,1,1,HLS,,,
MM,7/31/12,125,vanessa,,,yellow brassica,Erysimum capitatum,1,1,HLS,,,
MM,7/31/12,126,hairstreak,,,oregano,Monardella odoratissima,1,1,HLS,,,
MM,7/31/12,127,skipper,,,oregano,Monardella odoratissima,1,1,HLS,,,
MM,7/31/12,128,vanessa,,,yellow brassica,Erysimum capitatum,1,1,LCP,,,
MM,7/31/12,129,vanessa,,,yellow brassica,Erysimum capitatum,1,1,LCP,,,
MM,7/31/12,130,vanessa,,,yellow brassica,Erysimum capitatum,1,1,LCP,,,
MM,8/1/12,1,fly,,,White Pea,Vicia pulchella,2,1,HLS,,,
MM,8/1/12,2,bumble bee,,,White Pea,Vicia pulchella,2,1,HLS,,,
MM,8/1/12,3,bee,,,White Pea,Vicia pulchella,2,1,HLS,,,
MM,8/1/12,4,fly,,,White Pea,Vicia pulchella,2,1,HLS,,,
MM,8/1/12,5,syrphid,,,White Pea,Vicia pulchella,2,1,HLS,,,
MM,8/1/12,6,syrphid,,,White Pea,Vicia pulchella,2,1,HLS,,,
MM,8/1/12,7,syrphid,,,White Pea,Vicia pulchella,2,1,HLS,,,
MM,8/1/12,8,honey bee,Apis mellifera,,White Pea,Vicia pulchella,2,1,HLS,,,
MM,8/1/12,9,honey bee,Apis mellifera,,White Pea,Vicia pulchella,2,1,HLS,,,
MM,8/1/12,10,syrphid,,,White Pea,Vicia pulchella,2,1,HLS,,,
MM,8/1/12,11,bombyliid,,,White Pea,Vicia pulchella,2,1,HLS,,,
MM,8/1/12,12,honey bee,Apis mellifera,,White Pea,Vicia pulchella,2,1,HLS,,,
MM,8/1/12,13,bee,,,White Pea,Vicia pulchella,2,1,HLS,,,
MM,8/1/12,14,syrphid,,,White Pea,Vicia pulchella,2,1,HLS,,,
MM,8/1/12,15,bumble bee,,,White Pea,Vicia pulchella,2,1,HLS,,,
MM,8/1/12,16,bee,,,White Pea,Vicia pulchella,2,1,HLS,,,
MM,8/1/12,17,bumble bee,,,White Pea,Vicia pulchella,2,1,HLS,,,
MM,8/1/12,18,fly,,,White Pea,Vicia pulchella,2,1,HLS,,,
MM,8/1/12,19,fly,,,White Pea,Vicia pulchella,2,1,HLS,,,
MM,8/1/12,20,bumble bee,,,White Pea,Vicia pulchella,2,1,HLS,,,
MM,8/1/12,21,honey bee,Apis mellifera,,White Pea,Vicia pulchella,2,1,HLS,,,
MM,8/1/12,22,fly,,,White Pea,Vicia pulchella,2,1,HLS,,,
MM,8/1/12,23,bumble bee,,,White Pea,Vicia pulchella,2,1,HLS,,,
MM,8/1/12,24,honey bee,Apis mellifera,,White Pea,Vicia pulchella,2,1,HLS,,,
MM,8/1/12,25,honey bee,Apis mellifera,,White Pea,Vicia pulchella,2,1,HLS,,,
MM,8/1/12,26,syrphid,,,White Aster,Hymenopappus newberryi,2,1,HLS,,,
MM,8/1/12,27,syrphid,,,White Aster,Hymenopappus newberryi,2,1,HLS,,,
MM,8/1/12,28,fly,,,White Aster,Hymenopappus newberryi,2,1,HLS,,,
MM,8/1/12,29,fly,,,White Aster,Hymenopappus newberryi,2,1,HLS,,,
MM,8/1/12,30,syrphid,,,White Aster,Hymenopappus newberryi,2,1,HLS,,,
MM,8/1/12,31,bumble bee,,,White Aster,Hymenopappus newberryi,2,1,HLS,,,
MM,8/1/12,32,syrphid,,,White Aster,Hymenopappus newberryi,2,1,HLS,,,
MM,8/1/12,33,fly,,,White Aster,Hymenopappus newberryi,2,1,HLS,,,
MM,8/1/12,34,bumble bee,,,White Aster,Hymenopappus newberryi,2,1,HLS,,,
MM,8/1/12,35,bombyliid,,,White Aster,Hymenopappus newberryi,2,1,HLS,,,
MM,8/1/12,36,syrphid,,,White Aster,Hymenopappus newberryi,2,1,HLS,,,
MM,8/1/12,37,small dark bee,,,White Aster,Hymenopappus newberryi,2,1,HLS,,,
MM,8/1/12,38,fly,,,White Aster,Hymenopappus newberryi,2,1,HLS,,,
MM,8/1/12,39,syrphid,,,White Aster,Hymenopappus newberryi,2,1,HLS,,,
MM,8/1/12,40,syrphid,,,White Aster,Hymenopappus newberryi,2,1,HLS,,,
MM,8/1/12,41,fly,,,White Aster,Hymenopappus newberryi,2,1,HLS,,,
MM,8/1/12,42,fly,,,White Aster,Hymenopappus newberryi,2,1,HLS,,,
MM,8/1/12,43,fly,,,White Aster,Hymenopappus newberryi,2,1,HLS,,,
MM,8/1/12,44,fly,,,White Aster,Hymenopappus newberryi,2,1,HLS,,,
MM,8/1/12,45,fly,,,White Aster,Hymenopappus newberryi,2,1,HLS,,,
MM,8/1/12,46,fly,,,White Aster,Hymenopappus newberryi,2,1,HLS,,,
MM,8/1/12,47,bombyliid,,,White Aster,Hymenopappus newberryi,2,1,HLS,,,
MM,8/1/12,48,syrphid,,,White Aster,Hymenopappus newberryi,2,1,HLS,,,
MM,8/1/12,49,syrphid,,,White Aster,Hymenopappus newberryi,2,1,HLS,,,
MM,8/1/12,50,syrphid,,,White Aster,Hymenopappus newberryi,2,1,HLS,,,
MM,8/1/12,51,fly,,,White Aster,Hymenopappus newberryi,2,1,HLS,,,
MM,8/1/12,52,bombyliid,,,White Aster,Hymenopappus newberryi,2,1,HLS,,,
MM,8/1/12,53,fly,,,White Aster,Hymenopappus newberryi,2,1,HLS,,,
MM,8/1/12,54,syrphid,,,Potentilla hippiana,Potentilla hippiana,2,1,HLS,,,
MM,8/1/12,55,syrphid,,,Potentilla hippiana,Potentilla hippiana,2,1,HLS,,,
MM,8/1/12,56,bumble bee,,,Potentilla hippiana,Potentilla hippiana,2,1,HLS,,,
MM,8/1/12,57,syrphid,,,Potentilla hippiana,Potentilla hippiana,2,1,HLS,,,
